date,synthetic_nav,deposit,deposited,equity,profit,profit_on_deposited,initial_dollar_value,nav_drawdown
2014-06-26,11.9997670150816,0.0,74400.0,373266.55892549624,298866.55892549624,4.017023641471724,0.012683814706668252,-0.9873098433859784
2014-06-27,12.164632406498505,0.0,74400.0,378394.8866057545,303994.8866057545,4.085952776959066,0.012858078263089488,-0.987135492697779
2014-06-30,12.216568030345883,100.0,74500.0,380110.3539632698,305610.3539632698,4.102152402191541,0.01291297448138501,-0.9870805690313743
2014-07-01,12.644350846370505,0.0,74500.0,393420.5305377885,318920.5305377885,4.280812490440114,0.013365143091519996,-0.9866281743369343
2014-07-02,12.700949431752804,0.0,74500.0,395181.55771580164,320681.55771580164,4.304450439138277,0.013424968083850793,-0.9865683194321073
2014-07-03,12.932958543237913,0.0,74500.0,402400.3662445347,327900.3662445347,4.401347197913218,0.013670202893546458,-0.9863229620050068
2014-07-07,12.811231660707698,100.0,74600.0,398712.86562950024,324112.86562950024,4.344676482969172,0.013541536960208492,-0.9864516922713114
2014-07-08,12.35385759161735,0.0,74600.0,384478.4086638252,309878.4086638252,4.153866067879695,0.013058090245227633,-0.9869353807096497
2014-07-09,12.634560961881244,0.0,74600.0,393214.4965056396,318614.4965056396,4.2709718030246595,0.013354795133871701,-0.9866385274685614
2014-07-10,12.5091910481648,0.0,74600.0,389312.71727898513,314712.71727898513,4.218669132426074,0.01322227849805937,-0.9867711103626916
2014-07-11,12.746532925360714,0.0,74600.0,396699.3029326428,322099.3029326428,4.31768502590674,0.013473150068207547,-0.9865201133567584
2014-07-14,12.990278414216828,100.0,74700.0,404385.132670051,329685.132670051,4.41345559129921,0.013730790288417788,-0.986262344316438
2014-07-15,12.841339944649697,0.0,74700.0,399748.703730263,325048.703730263,4.351388269481432,0.013573361569317662,-0.9864198517498977
2014-07-16,13.01735609485106,0.0,74700.0,405228.05621075723,330528.05621075723,4.424739708310003,0.013759411534431921,-0.9862337087598009
2014-07-17,12.477841357249986,0.0,74700.0,388433.05522729206,313733.05522729206,4.199907031155181,0.013189141715472254,-0.98680426371367
2014-07-18,13.07516453511056,0.0,74700.0,407027.6230128207,332327.6230128207,4.448830294683009,0.013820515349515285,-0.9861725743928099
2014-07-21,13.017883942510602,100.0,74800.0,405344.438042595,330544.438042595,4.4190432893395055,0.013759969472090091,-0.9862331505431738
2014-07-22,13.29076756665358,0.0,74800.0,413841.3534988815,339041.3534988815,4.532638415760448,0.014048408849351626,-0.9859445669462237
2014-07-23,13.538670396822669,0.0,74800.0,421560.42933546315,346760.42933546315,4.635834616784266,0.014310443400453447,-0.9856824013778464
2014-07-24,13.508048748506368,0.0,74800.0,420606.9475804004,345806.9475804004,4.623087534497332,0.014278076162592199,-0.9857147847993265
2014-07-25,13.324689609633591,0.0,74800.0,414897.6013122521,340097.6013122521,4.546759375832248,0.01408426462114197,-0.9859086932465475
2014-07-28,13.345629162050802,100.0,74900.0,415649.5567741372,340749.5567741372,4.549393281363647,0.014106397834442418,-0.9858865489666404
2014-07-29,13.265771494355771,0.0,74900.0,413162.39009361516,338262.39009361516,4.51618678362637,0.0140219878739259,-0.9859710011321371
2014-07-30,13.438243398376823,0.0,74900.0,418534.0267239953,343634.0267239953,4.58790422862477,0.014204291552818988,-0.9857886063014046
2014-07-31,12.591456190513695,0.0,74900.0,392160.84316280665,317260.84316280665,4.235792298568847,0.013309233171517585,-0.9866841122118967
2014-08-01,12.466963426342632,0.0,74900.0,388283.51661484357,313383.51661484357,4.184025588983225,0.013177643687231587,-0.9868157674909248
2014-08-04,12.748231742600389,100.0,75000.0,397143.56701183773,322143.56701183773,4.295247560157836,0.013474945726661702,-0.986518316800475
2014-08-05,12.428688278822232,0.0,75000.0,387188.88203414774,312188.88203414774,4.16251842712197,0.013137186661823596,-0.9868562447448455
2014-08-06,12.423472925331184,0.0,75000.0,387026.40898451366,312026.40898451366,4.160352119793515,0.013131674006683951,-0.9868617601563127
2014-08-07,12.291269774905492,0.0,75000.0,382907.9059803039,307907.9059803039,4.105438746404052,0.012991934604949754,-0.9870015694277477
2014-08-08,12.58055491824436,0.0,75000.0,391919.9584773739,316919.9584773739,4.225599446364985,0.013297710471338707,-0.9866956406734256
2014-08-11,12.79771094942671,100.0,75100.0,398784.9346301576,323684.9346301576,4.310052391879595,0.013527245499684728,-0.9864659908775655
2014-08-12,12.750303897384757,0.0,75100.0,397307.7002853386,322207.7002853386,4.290382160923284,0.013477136004797554,-0.9865161254272
2014-08-13,13.182295620905368,0.0,75100.0,410768.8412585728,335668.8412585728,4.469625050047574,0.013933753451541575,-0.9860592796717327
2014-08-14,13.38266519080102,0.0,75100.0,417012.4864032766,341912.4864032766,4.552762801641499,0.014145545105014272,-0.9858473821224332
2014-08-15,13.56871520196333,0.0,75100.0,422809.92485398846,347709.92485398846,4.629959052649647,0.014342200912147064,-0.9856506279873969
2014-08-18,13.905457950973727,100.0,75200.0,433402.9963193618,358202.9963193618,4.7633377170127895,0.014698139708866518,-0.9852945112212791
2014-08-19,14.134494027523742,0.0,75200.0,440541.55458849494,365341.55458849494,4.8582653535704114,0.014940232005529573,-0.9850522978784677
2014-08-20,14.140559245905903,0.0,75200.0,440730.5943043697,365530.5943043697,4.860779179579384,0.014946642972177352,-0.9850458837063366
2014-08-21,14.206910527962444,0.0,75200.0,442798.62000725005,367598.62000725005,4.888279521373006,0.015016776614447017,-0.9849757149972458
2014-08-22,14.267189939179426,0.0,75200.0,444677.39865157206,369477.39865157206,4.913263279941118,0.01508049225838763,-0.9849119674954832
2014-08-25,14.42509535150917,100.0,75300.0,449698.91825593205,374398.91825593205,4.972097187993786,0.015247399081549555,-0.9847449772189096
2014-08-26,14.469790035328215,0.0,75300.0,451092.26439857035,375792.26439857035,4.990601120830948,0.015294641589443367,-0.9846977110897619
2014-08-27,14.486707361534782,0.0,75300.0,451619.65802124614,376319.65802124614,4.997605020202472,0.015312523289201926,-0.9846798204491535
2014-08-28,14.41301561730122,0.0,75300.0,449322.3354137558,374022.3354137558,4.967096087832082,0.015234630741113706,-0.9847577519435158
2014-08-29,14.592961710738345,0.0,75300.0,454932.1120974566,379632.1120974566,5.04159511417605,0.015424834676196505,-0.9845674529064654
2014-09-02,14.735063272396943,100.0,75400.0,459462.04452485946,384062.04452485946,5.0936610679689585,0.015575036748898465,-0.9844171757327271
2014-09-03,14.46881643645647,0.0,75400.0,451160.0567201213,375760.0567201213,4.983555128914076,0.015293612490489002,-0.9846987407032658
2014-09-04,14.417385719801636,0.0,75400.0,449556.36749335873,374156.36749335873,4.962286041025978,0.015239249961661469,-0.9847531304133577
2014-09-05,14.670417574669736,0.0,75400.0,457446.2917657167,382046.2917657167,5.066926946494916,0.01550670591793111,-0.9844855407291099
2014-09-08,14.73179635900953,100.0,75500.0,459460.1271417119,383960.1271417119,5.085564597903469,0.015571583604848534,-0.9844206306033491
2014-09-09,14.369424705959691,0.0,75500.0,448158.3604239682,372658.3604239682,4.935872323496267,0.01518855492633698,-0.9848038507961998
2014-09-10,14.722787966657627,0.0,75500.0,459179.17042777955,383679.17042777955,5.081843316924233,0.015562061688360248,-0.9844301572807955
2014-09-11,14.69984295101742,0.0,75500.0,458463.55370688514,382963.55370688514,5.072364949760068,0.015537808690243182,-0.9844544224054117
2014-09-12,14.447512552481049,0.0,75500.0,450593.78995452804,375093.78995452804,4.968129668271895,0.01527109417688033,-0.9847212702760312
2014-09-15,14.028449202530638,100.0,75600.0,437623.85390748235,362023.85390748235,4.788675316236539,0.014828142086690059,-0.9851644438422666
2014-09-16,14.418934277087283,0.0,75600.0,449805.21342582477,374205.21342582477,4.949804410394507,0.015240886794580735,-0.984751492762022
2014-09-17,14.486609423369782,0.0,75600.0,451916.3703970855,376316.3703970855,4.977729767157215,0.015312419768063891,-0.9846799240220521
2014-09-18,14.801489640890175,0.0,75600.0,461739.202010265,386139.202010265,5.107661402252183,0.015645249757913232,-0.9843469276172078
2014-09-19,14.769141791098683,0.0,75600.0,460730.09612215165,385130.09612215165,5.094313440769202,0.015611057916321744,-0.9843811365547201
2014-09-22,14.34923287582513,100.0,75700.0,447730.79653379106,372030.79653379106,4.914541565836077,0.015167212059288528,-0.9848252043346818
2014-09-23,14.246798980747762,0.0,75700.0,444534.6110769144,368834.6110769144,4.872319829285527,0.015058938911717355,-0.9849335316188268
2014-09-24,14.698782005657012,0.0,75700.0,458637.5754314276,382937.5754314276,5.058620547310801,0.015536687265606487,-0.9844555443907607
2014-09-25,13.767306055052083,0.0,75700.0,429573.2712330449,353873.2712330449,4.674679937028334,0.014552112452917073,-0.9854406114908565
2014-09-26,14.242658698417193,0.0,75700.0,444405.424247083,368705.424247083,4.870613266143765,0.015054562612256853,-0.984937910106437
2014-09-29,14.178203242222626,100.0,75800.0,442494.2080311517,366694.2080311517,4.837654459513875,0.01498643286755613,-0.9850060739160101
2014-09-30,14.21124884924665,0.0,75800.0,443525.5439105428,367725.5439105428,4.851260473753863,0.015021362242087761,-0.9849711270767912
2014-10-01,13.53136296837398,0.0,75800.0,422306.66594211326,346506.66594211326,4.571328046729726,0.014302719411453585,-0.9856901292288407
2014-10-02,13.542753502279906,0.0,75800.0,422662.1584677631,346862.1584677631,4.576017921738299,0.014314759263668316,-0.9856780833566998
2014-10-03,13.965187043882512,0.0,75800.0,435846.0853902225,360046.0853902225,4.7499483560715365,0.014761273663559159,-0.985231345699609
2014-10-06,13.850302292023557,100.0,75900.0,432360.5432043708,356460.5432043708,4.696449844589866,0.0146398398971061,-0.9853528401829453
2014-10-07,13.253626915344954,0.0,75900.0,413734.3150876023,337834.3150876023,4.4510449945665655,0.014009150992203939,-0.9859838444322999
2014-10-08,14.083668152306524,0.0,75900.0,439645.4520814433,363745.4520814433,4.792430198701492,0.014886508797174845,-0.9851060479484266
2014-10-09,13.333032325922906,0.0,75900.0,416213.08888812945,340313.08888812945,4.483703410910796,0.014093082914649753,-0.9858998705438929
